medicine_name,category,current_stock,avg_monthly_sales,unit_price,days_until_expiry,store_id,will_expire_unused
MED-9808-SF,Antibiotics,29,132,126.41,451,Store_D,0
MED-6829-VA,Antipyretics,235,36,174.2,702,Store_B,0
MED-5630-IU,Analgesics,445,29,76.42,323,Store_D,1
MED-5469-MN,Antiseptics,409,93,194.27,35,Store_A,1
MED-3788-FF,Antiseptics,391,44,101.23,555,Store_B,0
MED-0680-VL,Supplements,392,116,156.49,686,Store_C,0
MED-9631-XS,Analgesics,372,22,8.75,397,Store_B,1
MED-6241-PZ,Supplements,345,6,101.94,431,Store_A,1
MED-4773-VR,Antiseptics,230,75,69.94,181,Store_D,0
MED-6212-FO,Antibiotics,42,45,123.69,270,Store_B,0
MED-4017-MR,Antipyretics,355,24,115.73,72,Store_B,1
MED-3363-BE,Antibiotics,179,21,190.32,222,Store_D,1
MED-0425-TI,Antiseptics,284,37,113.0,569,Store_B,0
MED-9364-QT,Antiseptics,95,135,41.55,579,Store_C,0
MED-2408-PB,Antiseptics,206,95,45.03,67,Store_A,0
MED-3121-RI,Antiseptics,191,44,170.15,546,Store_D,0
MED-3972-DL,Antiseptics,127,81,130.15,698,Store_B,0
MED-0249-SO,Antipyretics,427,27,93.91,663,Store_B,0
MED-1196-GP,Antipyretics,100,7,194.71,165,Store_B,1
MED-5331-YD,Antipyretics,459,121,189.28,566,Store_B,0
MED-0909-PZ,Analgesics,16,88,60.39,452,Store_A,0
MED-4726-KQ,Analgesics,226,75,94.54,362,Store_B,0
MED-9962-DI,Supplements,106,138,87.8,171,Store_A,0
MED-2467-ZZ,Antibiotics,332,55,140.73,140,Store_D,1
MED-4742-DD,Antibiotics,356,72,15.16,591,Store_B,0
MED-9607-EY,Antibiotics,343,52,95.05,375,Store_A,0
MED-0694-FJ,Antiseptics,279,28,191.92,176,Store_A,1
MED-1892-EU,Antipyretics,11,70,14.64,215,Store_D,0
MED-2709-MR,Analgesics,208,43,109.05,303,Store_B,0
MED-6908-HZ,Antipyretics,373,145,31.86,283,Store_C,0
MED-1613-VM,Analgesics,260,99,120.07,517,Store_C,0
MED-2369-DD,Antipyretics,450,114,46.97,598,Store_A,0
MED-8377-IK,Antiseptics,333,56,129.71,92,Store_D,1
MED-9001-VZ,Antibiotics,30,64,141.2,196,Store_A,0
MED-3244-PE,Antibiotics,73,10,111.12,714,Store_B,0
MED-4794-JL,Antiseptics,300,144,137.39,579,Store_D,0
MED-7929-PK,Antipyretics,89,65,166.2,128,Store_C,0
MED-2961-EP,Antiseptics,95,31,11.0,601,Store_B,0
MED-1811-CZ,Analgesics,184,30,121.39,473,Store_A,0
MED-6090-AZ,Antibiotics,493,147,114.72,450,Store_D,0
MED-3507-FF,Antiseptics,207,114,154.62,414,Store_B,0
MED-6151-GI,Antipyretics,259,24,101.45,368,Store_A,0
MED-1656-WE,Antiseptics,407,63,29.82,504,Store_C,0
MED-3756-HF,Antiseptics,464,28,143.46,252,Store_D,1
MED-6381-BV,Analgesics,152,96,22.75,458,Store_A,0
MED-4536-YG,Antibiotics,397,80,81.41,573,Store_B,0
MED-7848-IO,Analgesics,146,39,42.44,513,Store_A,0
MED-9102-KV,Antipyretics,124,47,171.95,227,Store_D,0
MED-4456-QW,Antibiotics,432,72,179.4,81,Store_A,1
MED-5597-HP,Supplements,430,45,19.63,579,Store_C,0
MED-6711-XZ,Antiseptics,499,7,114.8,386,Store_C,1
MED-5892-LB,Analgesics,445,135,8.49,315,Store_D,0
MED-2107-ZY,Antiseptics,262,59,97.41,519,Store_B,0
MED-9571-CE,Antibiotics,386,78,68.42,61,Store_B,1
MED-2479-HQ,Antipyretics,385,96,174.88,588,Store_B,0
MED-4644-QM,Supplements,435,64,55.0,642,Store_A,0
MED-7050-IG,Antipyretics,96,53,82.46,57,Store_D,0
MED-2001-VX,Antiseptics,324,19,38.69,225,Store_B,1
MED-0664-HQ,Analgesics,268,16,82.4,541,Store_B,0
MED-5172-CN,Antiseptics,214,57,113.24,492,Store_A,0
MED-8746-KT,Supplements,262,129,170.28,278,Store_A,0
MED-4565-CE,Antipyretics,291,48,37.74,250,Store_A,0
MED-4286-LF,Antibiotics,148,123,46.82,582,Store_D,0
MED-6403-TK,Antipyretics,349,60,137.48,196,Store_C,0
MED-5005-JC,Analgesics,243,8,101.86,140,Store_D,1
MED-0719-SR,Antiseptics,312,25,91.99,375,Store_B,0
MED-6044-YI,Analgesics,21,3,143.86,568,Store_A,0
MED-5589-MC,Analgesics,252,119,142.39,52,Store_C,1
MED-2937-OA,Antibiotics,31,94,19.34,228,Store_C,0
MED-5967-GS,Antiseptics,343,85,115.66,325,Store_C,0
MED-8368-VE,Antibiotics,493,60,73.81,371,Store_A,0
MED-7965-QQ,Antibiotics,372,87,80.6,654,Store_A,0
MED-9905-OT,Analgesics,220,61,146.46,376,Store_B,0
MED-1705-FC,Supplements,249,57,193.73,441,Store_B,0
MED-7992-JM,Antibiotics,8,37,91.4,46,Store_C,0
MED-9172-VX,Supplements,151,104,68.63,517,Store_B,0
MED-1303-QA,Antipyretics,493,115,153.6,439,Store_D,0
MED-6454-SR,Antibiotics,232,133,7.18,111,Store_B,0
MED-2226-QF,Analgesics,197,107,104.26,103,Store_B,0
MED-6268-WG,Antipyretics,220,35,37.28,581,Store_A,0
MED-0760-HE,Antibiotics,456,72,76.01,418,Store_B,0
MED-3992-LT,Antiseptics,411,44,160.72,470,Store_C,0
MED-4992-GU,Supplements,388,140,33.3,558,Store_A,0
MED-5884-CK,Supplements,194,85,13.67,341,Store_A,0
MED-1030-AR,Antipyretics,202,45,167.22,397,Store_A,0
MED-2716-DZ,Supplements,253,43,123.21,273,Store_A,0
MED-5288-PX,Antibiotics,405,31,10.97,560,Store_A,0
MED-4023-BV,Supplements,277,105,187.23,133,Store_D,0
MED-8451-TZ,Supplements,181,148,55.8,110,Store_A,0
MED-2406-YU,Supplements,381,71,99.08,600,Store_D,0
MED-3166-YQ,Antibiotics,244,119,155.43,233,Store_C,0
MED-0188-OT,Supplements,276,21,159.86,455,Store_B,0
MED-2388-KH,Analgesics,68,132,66.92,438,Store_B,0
MED-6950-MP,Analgesics,178,74,6.72,50,Store_B,1
MED-1128-OM,Supplements,323,74,71.09,709,Store_C,0
MED-7010-XY,Antibiotics,249,107,71.47,347,Store_B,0
MED-3721-JZ,Antiseptics,306,6,23.91,99,Store_D,1
MED-6894-KM,Antipyretics,142,99,17.46,272,Store_D,0
MED-7657-MD,Antipyretics,198,53,130.65,535,Store_A,0
MED-2319-FX,Antipyretics,167,23,54.65,468,Store_C,0
MED-0985-VN,Antipyretics,227,118,44.33,647,Store_B,0
MED-6989-CA,Antiseptics,22,52,191.15,151,Store_A,0
MED-3908-NW,Analgesics,362,26,10.0,88,Store_A,1
MED-7271-QB,Antibiotics,42,118,194.0,156,Store_A,0
MED-2645-YY,Antipyretics,297,118,112.05,557,Store_B,0
MED-1938-SV,Antibiotics,243,8,178.54,556,Store_D,1
MED-9451-HW,Analgesics,364,130,160.82,270,Store_C,0
MED-4645-WX,Supplements,226,149,30.8,164,Store_B,0
MED-4144-TR,Analgesics,390,48,15.46,591,Store_A,0
MED-1060-CN,Antibiotics,18,134,25.37,290,Store_D,0
MED-5759-LU,Supplements,207,6,143.2,65,Store_C,1
MED-2811-QF,Antipyretics,452,23,190.16,558,Store_D,0
MED-3088-HH,Antibiotics,444,18,89.33,540,Store_A,1
MED-7872-II,Analgesics,406,79,169.97,335,Store_B,0
MED-7305-FO,Analgesics,212,136,59.77,551,Store_A,0
MED-1158-SY,Supplements,391,84,167.54,512,Store_B,0
MED-1673-GE,Antiseptics,497,19,20.75,323,Store_D,1
MED-6780-FK,Antiseptics,476,52,15.82,95,Store_A,1
MED-8469-PP,Analgesics,193,99,167.72,275,Store_D,0
MED-7951-LN,Antiseptics,37,106,17.9,541,Store_B,0
MED-1064-AG,Antipyretics,75,58,161.07,108,Store_A,0
MED-5002-KA,Analgesics,475,117,101.48,34,Store_A,1
MED-0095-CL,Antiseptics,347,105,186.24,468,Store_C,0
MED-2286-KD,Supplements,146,26,178.57,495,Store_C,0
MED-3222-UJ,Antiseptics,240,83,16.74,79,Store_D,0
MED-6926-ZF,Analgesics,162,31,68.34,362,Store_D,0
MED-3882-JW,Antibiotics,374,36,185.03,126,Store_B,1
MED-7908-HZ,Antipyretics,375,101,173.41,84,Store_C,1
MED-6398-FZ,Antipyretics,132,33,194.0,287,Store_A,0
MED-0024-AC,Antiseptics,244,107,98.74,586,Store_B,0
MED-0313-KF,Supplements,370,10,65.65,399,Store_C,1
MED-1997-JO,Antibiotics,134,12,16.34,448,Store_B,0
MED-6150-WO,Antipyretics,335,32,38.45,441,Store_D,0
MED-6150-HJ,Antibiotics,216,93,11.36,496,Store_D,0
MED-6855-VH,Antibiotics,447,43,113.63,257,Store_B,1
MED-8649-HA,Analgesics,337,134,99.65,668,Store_C,0
MED-2169-BG,Analgesics,182,29,42.95,563,Store_C,0
MED-9707-SG,Antipyretics,469,97,5.52,337,Store_D,0
MED-1076-BN,Antiseptics,338,71,152.96,602,Store_B,0
MED-9819-GI,Antiseptics,291,70,161.27,656,Store_C,0
MED-1746-EP,Antibiotics,275,106,167.96,400,Store_C,0
MED-5053-XS,Supplements,87,40,115.0,240,Store_A,0
MED-5184-CU,Antiseptics,341,148,66.38,700,Store_C,0
MED-6616-BP,Analgesics,111,88,176.0,416,Store_B,0
MED-5434-IE,Antibiotics,111,149,51.93,207,Store_A,0
MED-6960-OS,Analgesics,153,30,186.6,42,Store_C,1
MED-7841-KE,Analgesics,219,133,181.84,281,Store_C,0
MED-8036-UU,Supplements,57,131,169.28,620,Store_A,0
MED-3288-II,Antibiotics,202,136,8.02,604,Store_A,0
MED-7971-TQ,Antipyretics,113,27,147.02,362,Store_D,0
MED-7126-FX,Antiseptics,472,53,55.55,218,Store_D,1
MED-0288-LU,Antibiotics,166,40,144.04,706,Store_A,0
MED-2097-JJ,Antibiotics,22,97,132.65,239,Store_D,0
MED-8421-EF,Analgesics,334,127,121.88,34,Store_B,1
MED-0755-HW,Antibiotics,355,72,22.35,154,Store_B,0
MED-6161-YG,Supplements,19,54,70.27,479,Store_C,0
MED-4444-XC,Antibiotics,292,22,182.76,112,Store_B,1
MED-7984-IJ,Analgesics,230,15,160.04,319,Store_D,1
MED-7918-NQ,Antipyretics,269,78,164.74,448,Store_A,0
MED-8918-YV,Antibiotics,497,37,96.7,288,Store_B,1
MED-7173-RA,Antipyretics,416,24,131.1,282,Store_B,1
MED-7417-UC,Antipyretics,275,52,191.81,651,Store_D,0
MED-2950-ML,Supplements,194,64,198.61,437,Store_B,0
MED-6658-NP,Antibiotics,35,7,67.14,698,Store_C,0
MED-1158-FQ,Antipyretics,391,75,180.06,365,Store_C,0
MED-2064-WM,Analgesics,293,141,116.05,42,Store_D,1
MED-9863-IM,Antiseptics,317,97,187.43,138,Store_A,0
MED-5043-WB,Antiseptics,153,112,76.81,562,Store_D,0
MED-9371-OE,Antipyretics,25,108,145.88,102,Store_A,0
MED-4308-NJ,Antiseptics,190,79,171.0,371,Store_B,0
MED-0387-RK,Antipyretics,263,7,114.82,177,Store_A,1
MED-1361-UB,Analgesics,222,91,139.19,39,Store_C,1
MED-1137-TZ,Analgesics,330,114,44.87,107,Store_A,0
MED-2852-SD,Antibiotics,38,106,72.62,51,Store_C,0
MED-3308-DT,Antibiotics,153,17,123.85,201,Store_C,1
MED-7437-JI,Analgesics,279,49,126.17,482,Store_C,0
MED-2298-KD,Supplements,246,46,192.03,705,Store_D,0
MED-1189-BG,Antiseptics,455,97,102.21,643,Store_B,0
MED-4355-DL,Antibiotics,217,52,99.74,471,Store_C,0
MED-0400-UQ,Antibiotics,348,77,140.23,263,Store_B,0
MED-8008-LV,Antiseptics,355,12,195.51,230,Store_C,1
MED-2322-IX,Antipyretics,419,91,135.9,421,Store_C,0
MED-7593-LL,Analgesics,90,56,129.82,475,Store_D,0
MED-5246-VX,Antiseptics,425,137,30.0,227,Store_C,0
MED-4298-DE,Antiseptics,249,6,100.17,716,Store_B,1
MED-3074-KE,Antiseptics,416,6,123.26,115,Store_B,1
MED-6680-II,Supplements,35,92,54.93,378,Store_C,0
MED-5230-HZ,Antiseptics,20,55,32.6,367,Store_B,0
MED-5565-DL,Supplements,196,110,53.5,205,Store_A,0
MED-0364-ND,Analgesics,428,127,91.05,218,Store_B,0
MED-9927-DL,Analgesics,94,88,183.46,84,Store_B,0
MED-2769-TE,Analgesics,177,148,7.02,692,Store_C,0
MED-2983-NL,Analgesics,95,30,127.41,336,Store_C,0
MED-7372-CZ,Supplements,483,129,175.86,623,Store_D,0
MED-0988-HS,Antipyretics,266,68,102.89,678,Store_D,0
MED-7469-GA,Antipyretics,480,39,97.5,434,Store_C,0
MED-7697-PK,Antibiotics,207,40,69.06,187,Store_A,0
MED-1821-KM,Antibiotics,221,137,58.55,656,Store_D,0
MED-5934-OF,Antibiotics,279,60,90.47,65,Store_C,1
MED-0812-QW,Antiseptics,159,78,44.87,467,Store_D,0
MED-7508-CP,Supplements,126,145,114.86,397,Store_C,0
MED-0319-CZ,Antipyretics,49,120,13.62,548,Store_B,0
MED-5471-JJ,Analgesics,114,115,52.84,305,Store_D,0
MED-6180-YE,Supplements,364,33,43.95,452,Store_D,0
MED-4372-SM,Analgesics,54,53,142.89,691,Store_A,0
MED-9095-KJ,Supplements,70,118,147.49,692,Store_A,0
MED-6831-ZD,Antibiotics,141,114,65.21,595,Store_A,0
MED-6578-ME,Analgesics,136,79,43.55,527,Store_C,0
MED-4542-AS,Antiseptics,93,50,32.75,220,Store_B,0
MED-5792-XH,Supplements,91,9,104.23,45,Store_D,1
MED-6583-LU,Analgesics,287,105,168.47,64,Store_A,1
MED-7337-KC,Antiseptics,403,54,129.79,645,Store_B,0
MED-3983-RU,Antibiotics,246,32,50.22,390,Store_A,0
MED-2010-VW,Analgesics,38,60,27.35,107,Store_B,0
MED-2377-UG,Antipyretics,389,113,177.88,346,Store_A,0
MED-5025-KH,Antibiotics,160,91,65.97,47,Store_C,1
MED-9967-BH,Antipyretics,159,17,82.72,389,Store_D,0
MED-8572-ZP,Antiseptics,79,130,27.51,59,Store_A,0
MED-9937-LC,Supplements,449,55,146.27,455,Store_A,0
MED-2723-JB,Antiseptics,196,80,121.54,485,Store_D,0
MED-2160-RS,Antiseptics,219,80,157.5,132,Store_C,0
MED-7223-PG,Analgesics,251,83,8.41,264,Store_B,0
MED-6600-KB,Antipyretics,339,100,147.16,190,Store_B,0
MED-5969-PC,Antibiotics,121,27,47.7,327,Store_A,0
MED-4188-YM,Analgesics,224,141,58.17,683,Store_B,0
MED-9067-PL,Antipyretics,289,13,49.42,73,Store_B,1
MED-4637-JT,Analgesics,447,18,79.21,624,Store_B,1
MED-3409-BT,Supplements,5,62,13.66,513,Store_B,0
MED-9303-IA,Analgesics,407,54,38.11,124,Store_A,1
MED-5625-BQ,Supplements,154,24,54.51,428,Store_B,0
MED-1355-IC,Antipyretics,347,149,92.48,581,Store_A,0
MED-7894-FY,Analgesics,173,144,120.1,290,Store_C,0
MED-3332-RK,Antibiotics,395,42,82.74,475,Store_B,0
MED-4150-MO,Antiseptics,234,25,165.44,222,Store_A,1
MED-5653-LZ,Supplements,284,8,118.2,407,Store_D,1
MED-2109-NV,Supplements,263,80,153.69,600,Store_D,0
MED-7265-JJ,Analgesics,289,120,120.94,481,Store_C,0
MED-7003-TR,Antiseptics,417,61,69.34,326,Store_C,0
MED-4507-XY,Supplements,470,114,164.41,275,Store_D,0
MED-7206-BN,Analgesics,436,149,180.64,605,Store_C,0
MED-3864-WQ,Antipyretics,393,35,192.16,238,Store_B,1
MED-7613-SR,Antipyretics,369,90,152.82,108,Store_A,1
MED-0740-XS,Analgesics,289,75,126.27,580,Store_A,0
MED-4354-JE,Supplements,248,143,24.64,569,Store_B,0
MED-6205-BL,Antiseptics,230,78,174.52,196,Store_D,0
MED-7551-XK,Antibiotics,36,138,59.47,124,Store_A,0
MED-3974-MI,Supplements,475,78,138.84,109,Store_B,1
MED-4759-EI,Antipyretics,120,80,110.36,401,Store_D,0
MED-6830-LG,Supplements,469,72,157.79,42,Store_D,1
MED-2366-EB,Antibiotics,275,37,80.88,146,Store_C,1
MED-5662-VD,Antiseptics,487,53,53.69,251,Store_A,0
MED-1963-LG,Antiseptics,289,54,139.45,726,Store_B,0
MED-7229-NC,Supplements,116,139,72.79,571,Store_A,0
MED-5763-NZ,Antipyretics,165,147,57.79,349,Store_A,0
MED-2307-KV,Antibiotics,367,117,136.87,65,Store_C,1
MED-8076-EY,Analgesics,178,55,36.28,308,Store_C,0
MED-0427-PG,Analgesics,198,111,127.4,612,Store_D,0
MED-7760-ZE,Supplements,379,114,83.63,500,Store_A,0
MED-3503-IX,Analgesics,310,123,70.65,456,Store_D,0
MED-3039-XF,Antibiotics,213,11,21.32,549,Store_A,0
MED-1089-OS,Analgesics,228,5,130.84,452,Store_D,1
MED-3453-AP,Analgesics,285,37,24.88,215,Store_C,0
MED-4441-IX,Antiseptics,133,117,87.66,237,Store_A,0
MED-8143-NB,Antipyretics,200,7,173.71,132,Store_D,1
MED-0383-IR,Antibiotics,49,15,153.41,422,Store_C,0
MED-9869-CZ,Supplements,182,128,165.22,101,Store_D,0
MED-5656-NJ,Supplements,189,106,54.47,403,Store_B,0
MED-8517-UE,Antiseptics,303,94,72.02,521,Store_C,0
MED-6881-QA,Supplements,178,59,106.5,238,Store_D,0
MED-4391-MN,Antipyretics,43,132,181.34,442,Store_B,0
MED-5607-HU,Antiseptics,378,15,101.63,571,Store_B,1
MED-8391-XA,Supplements,167,128,85.77,92,Store_A,0
MED-8717-TJ,Antiseptics,95,54,180.45,300,Store_A,0
MED-9799-IU,Supplements,120,5,56.83,270,Store_B,1
MED-7106-QT,Supplements,20,112,168.11,136,Store_C,0
MED-5019-MC,Analgesics,287,14,178.8,102,Store_A,1
MED-7803-ZE,Antipyretics,90,32,11.51,178,Store_C,0
MED-3438-ET,Antiseptics,420,100,47.41,452,Store_D,0
MED-7969-NC,Analgesics,484,88,112.6,566,Store_D,0
MED-0579-RD,Analgesics,427,47,18.92,495,Store_D,0
MED-1555-YN,Antibiotics,168,145,118.83,165,Store_B,0
MED-4120-EC,Antipyretics,202,2,9.39,538,Store_D,1
MED-2968-UG,Antibiotics,298,46,168.02,61,Store_D,1
MED-8062-HI,Antipyretics,242,75,24.53,615,Store_D,0
MED-3761-OE,Antibiotics,256,115,163.88,359,Store_C,0
MED-2380-LQ,Supplements,83,131,153.61,530,Store_B,0
MED-2575-NY,Supplements,227,82,199.76,402,Store_A,0
MED-0252-VP,Antiseptics,240,61,127.78,409,Store_B,0
MED-7651-AP,Antipyretics,424,53,190.47,672,Store_A,0
MED-8058-IW,Antibiotics,209,2,198.49,719,Store_B,1
MED-8210-LZ,Antipyretics,341,4,109.15,630,Store_A,1
MED-4700-LJ,Analgesics,422,96,102.99,113,Store_A,1
MED-6068-SJ,Supplements,285,103,16.47,54,Store_A,1
MED-6699-ZA,Antiseptics,414,58,38.78,361,Store_D,0
MED-8679-XI,Analgesics,24,138,13.76,58,Store_C,0
MED-6990-ER,Antipyretics,152,28,22.53,704,Store_A,0
MED-3059-UC,Analgesics,259,88,33.94,639,Store_A,0
MED-3052-QI,Antiseptics,136,57,78.17,127,Store_B,0
MED-7013-TB,Antiseptics,231,146,109.7,191,Store_D,0
MED-2367-GR,Antipyretics,189,98,132.15,479,Store_B,0
MED-5870-EO,Supplements,97,38,65.72,535,Store_A,0
MED-3369-MC,Antiseptics,327,85,116.57,210,Store_C,0
MED-5259-PX,Supplements,287,32,114.56,670,Store_B,0
MED-6257-YT,Antipyretics,166,19,92.62,289,Store_A,0
MED-1938-WE,Analgesics,120,26,144.24,286,Store_D,0
MED-6181-DX,Antibiotics,25,87,179.05,333,Store_C,0
MED-2689-YK,Antibiotics,200,109,172.31,417,Store_A,0
MED-0269-XG,Antibiotics,357,81,162.99,156,Store_C,0
MED-0385-ZD,Analgesics,397,110,19.51,392,Store_A,0
MED-8515-XZ,Antipyretics,55,73,89.18,621,Store_C,0
MED-6062-QL,Antibiotics,278,144,191.39,392,Store_A,0
MED-3856-ML,Analgesics,498,35,48.14,268,Store_B,1
MED-9796-VI,Supplements,376,118,172.3,393,Store_C,0
MED-6342-SQ,Supplements,397,21,142.36,649,Store_A,0
MED-4803-IN,Supplements,156,109,174.67,205,Store_D,0
MED-2170-VI,Antiseptics,333,110,170.02,385,Store_B,0
MED-3893-OE,Antipyretics,75,60,96.7,552,Store_B,0
MED-0386-FS,Analgesics,478,126,82.04,379,Store_D,0
MED-2643-WX,Supplements,264,64,107.84,314,Store_D,0
MED-2016-TO,Antiseptics,423,117,193.56,308,Store_C,0
MED-4218-SU,Antiseptics,436,9,164.21,453,Store_A,1
MED-3745-JP,Supplements,163,101,23.02,337,Store_B,0
MED-4057-DK,Antipyretics,40,113,159.03,626,Store_A,0
MED-7827-EM,Supplements,307,91,52.24,267,Store_C,0
MED-1529-JK,Analgesics,34,147,95.05,431,Store_B,0
MED-8406-EW,Analgesics,171,95,24.51,548,Store_A,0
MED-1911-ZX,Antibiotics,50,19,55.92,103,Store_D,0
MED-0625-OE,Antibiotics,106,80,135.78,717,Store_C,0
MED-8786-GP,Antipyretics,88,16,163.74,507,Store_A,0
MED-4473-QC,Supplements,382,83,28.4,197,Store_B,0
MED-6127-IO,Antiseptics,463,71,58.24,118,Store_A,1
MED-6983-NU,Antibiotics,221,127,98.5,190,Store_D,0
MED-6478-GY,Antipyretics,264,24,146.69,571,Store_B,0
MED-5138-QF,Antiseptics,148,68,97.46,599,Store_D,0
MED-6444-XV,Antiseptics,285,24,187.67,428,Store_D,0
MED-3081-ZQ,Antibiotics,486,5,38.1,676,Store_B,1
MED-2601-RV,Antipyretics,13,34,191.96,531,Store_B,0
MED-7856-NE,Analgesics,479,86,73.26,512,Store_D,0
MED-7576-VC,Antibiotics,315,138,70.71,217,Store_A,0
MED-6746-VC,Antipyretics,456,5,114.34,292,Store_B,1
MED-4635-ZJ,Antipyretics,28,11,107.72,666,Store_D,0
MED-5580-DJ,Analgesics,299,148,152.48,617,Store_D,0
MED-2883-ER,Supplements,380,47,185.68,690,Store_C,0
MED-4748-CF,Antiseptics,233,49,125.08,137,Store_C,0
MED-4952-SZ,Antipyretics,233,49,115.58,283,Store_A,0
MED-1263-BK,Supplements,29,133,24.97,426,Store_B,0
MED-8064-DY,Antibiotics,338,137,120.75,303,Store_C,0
MED-4638-NR,Antibiotics,213,8,90.8,504,Store_D,1
MED-6356-PG,Supplements,360,91,86.13,700,Store_B,0
MED-2246-UE,Analgesics,474,77,30.14,510,Store_A,0
MED-9864-HD,Supplements,130,53,77.16,390,Store_D,0
MED-3961-TW,Antipyretics,209,15,112.09,658,Store_B,0
MED-9091-CY,Analgesics,308,94,8.85,139,Store_C,0
MED-5616-CC,Supplements,422,4,170.04,418,Store_B,1
MED-0009-JY,Antiseptics,417,97,75.23,489,Store_C,0
MED-2924-PR,Supplements,425,88,119.88,216,Store_D,0
MED-5100-SQ,Supplements,92,96,87.32,245,Store_A,0
MED-2019-EH,Supplements,334,50,23.52,479,Store_C,0
MED-4284-BX,Antibiotics,136,140,89.06,227,Store_A,0
MED-5019-PJ,Supplements,88,86,58.63,282,Store_C,0
MED-0358-XS,Antiseptics,287,9,83.3,602,Store_D,1
MED-7527-IN,Antipyretics,457,8,8.72,674,Store_C,1
MED-0304-QX,Supplements,19,14,84.15,389,Store_B,0
MED-7236-RB,Analgesics,34,23,66.8,659,Store_D,0
MED-4803-CT,Antipyretics,393,144,21.57,197,Store_A,0
MED-7017-YW,Antibiotics,243,107,174.61,610,Store_C,0
MED-2745-RI,Antipyretics,81,2,69.18,236,Store_B,1
MED-7176-KQ,Analgesics,52,138,56.37,436,Store_C,0
MED-7254-AS,Supplements,134,143,69.15,476,Store_B,0
MED-2832-BH,Supplements,353,135,16.79,537,Store_B,0
MED-0581-MD,Antipyretics,346,115,102.97,283,Store_D,0
MED-6684-JX,Antibiotics,432,16,47.27,515,Store_D,1
MED-1469-LQ,Antipyretics,496,13,170.96,125,Store_C,1
MED-5950-DT,Analgesics,139,35,130.3,68,Store_D,1
MED-4392-UU,Antipyretics,431,132,124.03,584,Store_D,0
MED-5546-GJ,Antibiotics,263,75,36.19,167,Store_D,0
MED-4246-SZ,Antibiotics,306,56,83.7,473,Store_A,0
MED-7042-MS,Antiseptics,286,23,190.7,482,Store_C,0
MED-8916-LO,Analgesics,487,74,41.97,398,Store_B,0
MED-8776-HN,Antipyretics,272,4,195.56,656,Store_C,1
MED-9113-GB,Antipyretics,269,13,146.18,389,Store_A,1
MED-6985-PP,Supplements,44,136,112.99,411,Store_B,0
MED-3431-KB,Analgesics,487,93,127.35,178,Store_A,0
MED-0150-US,Analgesics,57,47,150.36,263,Store_C,0
MED-6481-XK,Antipyretics,342,148,72.33,424,Store_B,0
MED-6567-EP,Antibiotics,40,97,84.34,217,Store_B,0
MED-3570-HU,Antibiotics,146,137,89.09,620,Store_D,0
MED-3204-QR,Analgesics,296,63,62.93,370,Store_B,0
MED-7789-MH,Antibiotics,484,55,145.94,68,Store_B,1
MED-9728-EV,Antibiotics,182,46,72.36,613,Store_C,0
MED-1114-QL,Analgesics,402,47,153.2,616,Store_B,0
MED-4526-PB,Supplements,194,148,70.17,495,Store_C,0
MED-6406-GD,Antiseptics,322,108,197.87,722,Store_D,0
MED-9196-CF,Analgesics,26,69,66.96,607,Store_D,0
MED-4987-WK,Antibiotics,127,39,72.8,185,Store_B,0
MED-6164-PV,Supplements,325,68,24.67,423,Store_D,0
MED-6724-QK,Analgesics,62,132,131.46,349,Store_A,0
MED-5088-FW,Antibiotics,333,71,88.76,562,Store_C,0
MED-0539-YN,Antipyretics,12,29,7.66,76,Store_B,0
MED-0633-ST,Analgesics,14,115,127.5,160,Store_B,0
MED-9586-TZ,Antiseptics,306,62,124.35,301,Store_D,0
MED-3820-BB,Supplements,248,39,75.65,67,Store_C,1
MED-9560-QX,Antibiotics,478,60,137.82,528,Store_B,0
MED-4980-LB,Antibiotics,396,128,59.19,539,Store_B,0
MED-6158-BB,Antipyretics,441,59,90.29,96,Store_C,1
MED-7054-LB,Antibiotics,33,88,124.74,721,Store_A,0
MED-1393-FK,Supplements,331,135,188.55,270,Store_A,0
MED-1685-CH,Antiseptics,8,73,162.11,669,Store_A,0
MED-1139-GP,Analgesics,239,137,103.0,634,Store_A,0
MED-9793-YN,Antiseptics,249,105,175.07,522,Store_A,0
MED-2196-TT,Analgesics,67,52,50.36,572,Store_C,0
MED-4929-LD,Analgesics,7,52,196.73,102,Store_B,0
MED-5543-LZ,Supplements,498,51,5.97,542,Store_B,0
MED-1423-FC,Antibiotics,42,80,19.31,367,Store_A,0
MED-7152-MM,Antipyretics,21,128,95.8,345,Store_A,0
MED-9060-RM,Antibiotics,349,42,124.91,502,Store_C,0
MED-6530-KD,Antiseptics,377,90,97.25,353,Store_B,0
MED-9953-DG,Supplements,21,67,198.45,103,Store_C,0
MED-5920-UH,Antiseptics,20,15,136.43,545,Store_A,0
MED-8246-XT,Antibiotics,427,130,6.78,224,Store_A,0
MED-3335-SN,Antibiotics,107,22,109.34,253,Store_A,0
MED-3483-LS,Antiseptics,219,141,128.38,492,Store_B,0
MED-3935-KA,Antipyretics,379,94,77.43,350,Store_B,0
MED-6458-WR,Analgesics,307,67,131.43,307,Store_B,0
MED-0247-MP,Analgesics,222,138,186.35,136,Store_B,0
MED-1351-FV,Antibiotics,75,76,189.27,397,Store_C,0
MED-9640-XO,Analgesics,147,37,130.91,196,Store_D,0
MED-3558-BG,Antiseptics,196,7,62.03,651,Store_C,1
